judul,abstraksi
Pengaruh Efektifitas Kerja Manajemen Sumber Daya Manusia Terhadap Kepuasan Kerja Karyawan Pada Kantor Cabang Bank Mandiri  Kabupaten Pamekasan,"Abstrak
	R Ayu Dini Massita, Pengaruh Efektifitas Kerja Manajemen Sumber Daya Manusia Terhadap Kepuasan Kerja Karyawan Pada Kantor Cabang Bank Mandiri  Kabupaten Pamekasan. Di bawah bimbingan Dra. Hj. Anugrahini Irawati, MM dan Faidal SE., MM
Tujuan dari penelitian ini adalah untuk menguji seberapa besar pengaruh variabel efektifitas yang terdiri dari kualitas kerja, kuantitas kerja, pemanfaatan waktu kerja, dan peningkatan kualitas SDM terhadap kepuasan kerja karyawan kantor bank mandiri cabang pamekasan. di mana karyawan yang terdapat di bank mandiri sebanyak 40 orang. penelitian ini menggunakan teknik analisis regresi linier berganda. penelitian ini menunjukkan bahwa variabel efektifitas yang terdiri dari kualitas kerja, pemanfaatan waktu kerja, dan peningkatan kualitas SDM berpengaruh signifikan terhadap kepuasan kerja karyawan bank mandiri cabang pamekasan, variabel kuantitas kerja tidak berpengaruh karena pada uji t menunjukkan nilai signifikansi variabel kuantitas kerja sebesar 0,210 > 0,05 sehingga tidak berpengaruh pada kepuasan kerja.
Hasil penelitian ini diperoleh nilai (R2) = 0,685 berarti berpengaruh sebesar 68,5 % terhadap kepuasan kerja, sedangkan sisanya 31,5% dipengaruhi faktor lain di luar variabel penelitian ini.
Saran diharapkan dapat menggunakan variabel lain agar ditemukan hubungan yang sinifikan antara efektifitas dengan kepuasan kerja, serta membenahi indikator dari kuantitas kerja yang kurang baik karena terbukti variabel kuantitas kerja tidak berpengaruh signifikan terhadap kepuasan kerja.
Kata kunci : kualitas kerja, kuantitas kerja, pemanfaatan waktu kerja, dan peningkatan kualitas SDM , Kepuasan Kerja
"
"PENGARUH MARKETING MIX TERHADAP KEPUTUSAN PEMBELIAN KONSUMEN (Studi Pada Sentra ""Mutiara Batik"" Pamekasan)","Abstrak

Devi Kamalia, Pengaruh Marketing Mix Terhadap Keputusan Pembelian (Studi Pada Sentra “Mutira Batik” Pamekasan), dibawah bimbingan Mohamad Tambrin, dan Yustina Crismardani.
	
Tujuan dari  penelitian ini untuk mengetahui variabel-variabel dalam marketing mix  yang meliputi produk, harga, promosi, dan distribusi, seberapa besar marketing mix : produk, harga, promosi, dan distribusi menurut persepsi konsumen. Dan lokasi dalam penelitiannya dilaksanakan di Kabupaten Pamekasan yang merupakan konsumen di Mutiara batik. Penelitian ini merupakan penelitian kuantitatif dengan pendekatan survey jumlah sampel 50 konsumen. Pada penelitian ini variabel bebasnya terdiri dari produk, harga, promosi, dan distribusi. Sedangkan variabel terikatnya adalah keputusan pembelian konsumen. Metode penelitian sampel yang digunakan adalah non probability sampling . untuk pengujian instrumen menggunakan uji Validitas, Realibilitas dan uji Asumsi Klasik. Sedangkan metode analisi data yang digunakan untuk men guji hipotesis adalah menggunakan regresi linier berganda dengan menggunakan uji F dan uji T. Hasil penelitian menunjukkan bahwa varabel nilai adjusted R Squere sebesar Angka Adjusted R Square menunjukkan bahwa 20% variasi keputusan pembelian dapat dijelaskan oleh ke empat variabel independen dalam persamaan regresi linier berganda. Sedangkan sisanya sebesar 80% dijelaskan oleh variabel lain diluar keempat variabel yang digunakan dalam penelitian ini. Berdasarkan uji F variabel Marketing mix  yang terdiri dari produk (x1), harga (x2), promosi (x3) dan distribusi (x4) secara simultan berpengaruh signifikan  terhadap keputusan pembelian pada masyarakat Kabupaten Pamekasan. Berdasrkan uji t diketahui bahwa hanya variabel produk (x1) yang berpengaruh terhadap keputusan pembelian, sedangkan variabel harga (x2), promosi (x3), dan distribusi (x4) tidak berpengaruh terhadap keputusan pembelian.

Kata kunci : Marketing mix dan Keputusan Pembelian"
RELEVANSI PENENTUAN TARIF JASA RAWAT INAP DENGAN MENGGUNAKAN ACTIVITY BASED COSTING SYSTEM (ABCS) DI RUMAH SAKIT PARU BP4 (BALAI PEMBERANTASAN DAN PENCEGAHAN PENYAKIT PARU),"Dalam perhitungan biaya rawat inap kebanyakan rumah sakit masih menggunakan sistem biaya tradisional. Padahal perhitungan biaya rawat inap sangat penting, karena berkaitan dengan penentuan harga pokok jasa rawat inap, yang pada akhirnya akan mempengaruhi penentuan harga jual atau tarif rawat inap. Alternatif yang dapat digunakan untuk menghitung biaya produk atau jasa adalah dengan menggunakan Activity-Based Costing system(ABCS).untuk mengatasi distorsi pada akuntansi tradisional Activity-Based Costing system (ABCS) merupakan suatu sistem kalkulasi biaya yang pertama kali menelusuri biaya semua aktivitas dan kemudian keproduk yang dinilai dapat mengukur secara cermat biaya-biaya yang keluar dari setiap aktivitas. Metode penelitian yang digunakan dalam skripsi ini yaitu dengan menggunakan jenis penelitian deskriftif yang hanya menggambarkan atau melukiskan suatu fenomena dengan jalan mendeskripsikan sejumlah variabel yang berkenaan dengan  masalah yang diteliti. Dari hasil penelitian menunjukkan bahwa dari perhitungan tarif rawat inap dengan menggunakan metode ABC, apabila dibandingkan dengan metode tradisional maka metode ABC memberikan hasil yang lebih besar kecuali pada kelas VIP yang memberikan hasil lebih kecil. Hal ini disebabkan karena pembebanan biaya overhead pada masing-masing produk lebih rinci dengan menggunakan driver
Kata kunci :ABCS, Cost driver, Aktivitas yang dapat menimbulkan biaya, penentuan tarif."
PENGARUH KEPEMILIKAN SAHAM BAGI KARYAWAN TERHADAP KINERJA KARYAWAN (Studi Kasus di CV.YUDHISTIRA dan CV.WEST MAKMUR  Jombang),"ABSTRAK

Kinerja pegawai sangat dibutuhkan dalam menjalankan aktifitas suatu organisasi untuk mewujudkan visi dan misi yang sesuai dengan harapan. Kinerja pegawai ini merupakan suatu hal yang perlu ditingkatkan oleh setiap anggota organisasi untuk terlaksananya tujuan organisasi secara optimal. Terkait dengan peningkatan kinerja pegawai terdapat beberapa hal yang mempengaruhinya seperti Kepemilikan Saham menejerial dan Kepemilikan Saham Institusional.
Tujuan penelitian adalah untuk mengetahui seberapa pengaruh Kepamilikan Saham menejerial dan Kepemilikan Saham Institusional terhadap peningkatan kinerja karyawan.
Data yang digunakan dalam penelitian ini adalah data primer yang diperoleh dari penyebaran kuesioner. Adapun respondennya adalah karyawan CV.YUDHISTIRA dan CV.WEST MAKMUR yang berjumlah 43 orang, teknik pengambilan sampel menggunakan Clustered Sampling Analisis statistik yang digunakan adalah regresi linier berganda.
Hasil dari penelitian ini adalah Berdasarkan hasil analisis data dapat disimpulkan bahwa faktor yang telah terbukti berpengaruh secara signifikan terhadap peningkatan kinerja pegawai  adalah Kepemilikan Saham Institusional. sedangkan faktor Kepemilikan Saham Manajerial tidak terbukti berpengaruh secara signifikan terhadap peningkatan kinerja karyawan di CV.YUDHISTIRA dan CV.WEST MAKMUR


Key words:	Kepemilikan Saham Manajerial, Kepemilikan Saham Institusional dan peningkatan kinerja karyawan.
"
PENGARUH KEPUASAN KERJA DAN MOTIVASI KERJA TERHADAP KINERJA KARYAWAN PADA BMT UGT SIDOGIRI DI KABUPATEN BANGKALAN,"Tujuan penelitian ini adalah untuk mengetahui (1) pengaruh pengaruh kepuasan kerja terhadap kinerja karyawan pada bmt ugt sidogiri kabupaten bangkalan. (2) pengaruh motivasi kerja terhadap kinerja karyawan pada bmt ugt sidogiri kabupaten bangkalan. Penelitian ini menggunakan pendekatan kuantitatif yang berusaha untuk mengetahui bagaimana pengaruh kepuasan kerja dan motivasi kerja terhadap kinerja karyawan pada bmt ugt sidogiri kabupaten bangkalan.
Teknik pengambilan sampel menggunakan Porporsional Random Sampling dengan 66 responden. Teknik pengumpulan data yaitu dengan wawancara, kepustakaan, dan kuesioner dan menggunakan skala likert untuk mengukur jawaban responden. Untuk menguji instrumen menggunakan uji validitas, uji reliabilitas, dan uji asumsi klasik. Sedangkan teknik analisis data yaitu menggunakan analisis regresi linier berganda karena variabel yang digunakan lebih dari dua variabel, dengan uji F dan uji t. Hasil penelitian ini menunjukkan bahwa (1) kepuasan kerja berpengaruh terhadap kinerja karyawan pada bmt ugt sidogiri kabupaten bangkalan. (2) motivasi kerja berpengaruh terhadap kinerja karyawan pada bmt ugt sidogiri kabupaten bangkalan.
"
Pengaruh Komunikasi yang Efektif Dalam Organisasi Terhadap Produktivitas Kerja Karyawan.,"Produktifitas karyawan sangat dibutuhkan perusahaan untuk mewujudkan visi dan misi yang sesuai ditetapkan oleh perusahaan. Produktivitas karyawan merupakan suatu hal yang perlu ditingkatkan oleh setiap anggota dari organisasi agar dapat terlaksananya tujuan dari organisasi secara optimal. Terkait dengan produktivitas karyawan terdapat beberapa hal yang dapat mempengaruhi seperti kefektifan dalam berkomunikasi di organisasi dimana saluran komunikasi seperti komunikasi kebawah, komunikasi keatas, dan komunikasi horizontal merupakan salah satu faktor yang dapat meningkatnya produktivitas kerja dari karyawan. Tujuan dengan adanya penelitian kali ini adalah untuk mengetahui seberapa pengaruh komunikasi kebawah, komunikasi ke atas, dan komunikasi horizontal terhadap produktivitas kerja karyawan.
Data yang digunakan dalam penelitian ini adalah data primer yang diperoleh dari penyebaran kuisoner. Adapun respondennya adalah karyawan PT Starfood International paciran lamongan yang berjumlah 352 orang dan teknik pengambilan sampel menggunakan clustered sampling analisis statistik yang digunakan adalah analisis regresi linear berganda.
Hasil dari penelitian ini berdasarkan hasil analisi data yang dapat disimpulkan bahwa faktor yang terbukti berpengaruh secara signifikan terhadap produktivitas kerja karyawan adalah komunikasi kebawah dan komunikasi horizontal sedangkan komunikasi keatas terbukti tidak berpengaruh secaa signifikan terhadap produktivitas kerja karyawan di PT Starfood International Paciran Lamongan.
Keywords: Komunikasi kebawah, komunikasi keatas, komunikasi horizontal, dan produktivitas kerja karyawan 
"
"PENGARUH KESELAMATAN DAN KESEHATAN KERJA 
TERHADAP PRODUKTIVITAS KERJA PADA KARYAWAN BAGIAN PRODUKSI PT. MARINAL INDO PRIMA 
PAMEKASAN
","Syaiful Anwar, Pengaruh keselamatan dan kesehatan kerja terhadap produktivitas kerja (studi kasus pada Bagian Produksi PT. Marianal Indo Prima Cabang Pamekasan) . Dibawah bimbingan  Mudji Kuswinarmo, M.Si dan Muhammad Akirom Wildan, SE., M.Si.
	Latar belakang penelitian ini adalah Persaingan di bidang industri menuntut perusahaan harus mampu bertahan dan berkompetisi. Salah satu hal yang dapat ditempuh perusahaan agar mampu bertahan dalam persaingan yang ketat yaitu dengan meningkatnya produktivitas kerja. Produktivitas kerja dipengaruhi oleh keselamatan dan kesehatan kerja.
	Penelitian ini bertujuan untuk meneliti apakah keselamatan dan kesehatan kerja berpengaruh signifikan terhadap produksi  kerja karyawan PT marinal indo prima cabang pamekasan. Untuk membuktikan hipotesis penelitian dari penelitian, alat analisis yang digunakan adalah regresi linear berganda dengan bantuan SPSS 16. Hasil analisis regresi linear berganda di peroleh persamaan sebagai berikut:
Y= 1,811+0,379X1+0,331X2+e
	Dari hasil pengujian  variabel diatas menunjukkan bahwasanya variabel keselamatan dan kesehatan kerja sama-sama  berpengaruh signifikan  terhadap produktivitas kerja karyawan PT. Marinal Indo Prima


Kata kunci :keselamatan ,kesehatan dan  produktivitas kerja.
"
PERBANDINGAN RASIO KEUANGAN PERUSAHAAN ROKOK YANG TERDAFTAR DI BURSA EFEK INDONESIA UNTUK MENILAI KINERJA KEUANGAN PERUSAHAAN,"ABSTRAK
Mohammad Hadiatullah, Perbandingan Rasio Keuangan Perusahaan Rokok Yang Terdaftar Di Bursa Efek Indonesia Untuk Menilai Kinerja Keuangan Perusahaan. Dibawah bimbingan Bapak Makhmud Zulkifli dan Bapak Echsan Gani.

Tujuan dari penelitian ini adalah untuk mengetahui kinerja keuangan perusahaan-perusahaan rokok yang terdaftar di Bursa Efek Indonesia dengan menggunakan perbandingan rasio keuangan dan untuk mengetahui perbandingan kinerja keuangan perusahaan-perusahaan rokok yang terdaftar di Bursa Efek Indonesia.
Jenis penelitian yang dilakukan dalam penelitian ini adalah penelitian deskriptif dengan pendekatan kuantitatif. Sampel yang diambil dalam penelitian ini adalah perusahaan rokok yang terdaftar di Bursa Efek Indonesia. Metode pengambilan sampel menggunakan purposive sampling. Teknik analisis data yang digunakan adalah analisa rasio keuangan yang hasilnya kemudian diinterpretasikan.
Dari hasil penelitian PT. Hanjaya Mandala Sampoerna Tbk. memiliki kinerja keuangan yang baik di rasio likuiditas, solvabilitas, aktivitas, dan profitabilitas. Untuk PT. Gudang Garam Tbk. memiliki kinerja keuangan yang baik pada rasio likuiditas dan solvabilitas. Untuk PT. Bentoel Internasional Investama Tbk. memiliki kinerja keuangan yang baik pada rasio likuiditas dan aktivitas.
Dari perbandingan rasio keuangan pada rasio likuiditas untuk rasio lancar, rasio cepat, dan rasio kas: PT. Bentoel Internasional Investama Tbk. memiliki rata-rata rasio lebih tinggi dari PT. Gudang garam Tbk. dan PT. Hanjaya mandala Sampoerna Tbk., pada rasio solvabilitas untuk rasio debt to equity ratio dan debt to total  assets: PT. Gudang Garam Tbk. memiliki rata-rata rasio lebih kecil dari PT. Hanjaya Mandala Sampoerna Tbk. dan PT. Bentoel Internasional Investama Tbk. , untuk time interest earned: PT. Hanjaya Mandala Sampoerna Tbk. memiliki rata-rata rasio lebih tinggi dari PT. Gudang Garam Tbk. dan PT. Bentoel Internasional Investama Tbk., pada rasio aktivitas untuk rasio inventory turnover, total assets turnover, dan fixed assets turnover: PT. Hanjaya Mandala Sampoerna Tbk. memiliki rasio lebih tinggi dari PT. Bentoel Internasional Investama Tbk. dan PT. Gudang Garam Tbk., pada rasio profitabilitas untuk rasio net profit margin, return on total asset, dan return on equity: PT. Hanjaya Mandala Sampoerna Tbk. memiliki rata-rata rasio paling tinggi diantara PT. Gudang Garam Tbk. dan PT. Bentoel Internasional Investama Tbk.

Kata kunci: perbandingan rasio keuangan, kinerja keuangan, rasio profitabilitas, rasio likuiditas, rasio solvabilitas, dan rasio aktivitas.
"
"ANALISIS PORTOFOLIO SAHAM DI PASAR MODAL PADA PERUSAHAAN GO PUBLIK DI BEI (STUDI PERUSAHAAN YANG MEMILIKI VOLUME PENJUALAN DI ATAS 10.000.000 
PERIODE 2008-2011) 
","ABSTRAK
Lukman waqi’ arianto, analisis portofolio saham di pasar modal pada perusahaan go publik di BEI ( studi yang memiliki volume penjualan di atas 10.000.000). Dibawah bimbingan Bapak DRS. EC. Mahkmud Zulkifli, M. SI. Dan Bapak Echsan Gani, SE, M.SI. 
Investasi mengandung unsur ketidak pastian, tingkat resiko perlu diperhatikan agar setiap investasi yang dilakukan investor dapat mencapai tujuan yang dikehendaki. Para investor perlu meminimalkan resiko yang mereka tanggung dengan cara mengkombinasikan berbagai sekuritas dalam investasi, dengan kata lain membentuk portofolio.
Penelitian ini mengambil data pada seluruh perusahaan yang tercatat di bursa efek Indonesia yang memiliki volume penjualan saham diatas 10.000.000. Pengambilan sampel dalam penelitian ini menggunakan purposive sampling. Sampel yang dipakai dalam penelitian ini adalah 8 perusahaan go public yang terdaftar di Bursa Efek Indonesia dalam periode 2008 – 2011.
Dari ke 28 portofolio yang terbentuk, peneliti mengambil portofolio optimal (baik dilihat dari segi expected return dan standart deviasi) yaitu portofolio 27 kombinasi PT. Bank Mandiri Tbk dan PT. Trada Maritime Tbk, dengan tingkat keuntungan 0,77234 dengan tingkat risiko 0,091057. Dengan demikian dapat di ambil kesimpulan bahwa potofolio mampu meminimalkan tingkat risiko yang tidak sistematis dan tetap mendapatkan keuntungan yang diharapkan pleh investor.
Keywords: diversifikasi, return, standart deviasi, investasi saham dan   portofolio.
"
PENGARUH DEBT TO TOTAL ASSET RATIO DAN CURRENT RATIO TERHADAP RETURN ON ASSET PADA PERUSAHAAN FARMASI YANG TERDAFTAR DI BURSA EFEK INDONESIA ,"Abstrak

Pendekatan penelitian yang digunakan dalam penelitian ini adalah pendekatan kuantitatif. Populasi penelitian adalah perusahaan Farmasi yang terdaftar di Bursa Efek Indonesia dengan teknik penarikan sampel menggunakan metode Purpossive Sampling kemudian dianalisis menggunakan uji  regresi linier berganda dengan menggunakan bantuan alat analisis Statistical Program for Service Solution (SPSS) versi 16.
Hipotesis penelitian ini adalah: Di duga terdapat pengaruh antara Debt Total Asset Ratio Dan Current Ratio dengan Return On Asset pada perusahaan Farmasi yang terdaftar di Bursa Efek Indonesia.
Hasil dari penelitian ini menunjukkan bahwa Debt Total Asset Ratio secara parsial tidak ada pengaruh yang signifikan dengan Return On Asset, sedangkan  pada Current Ratio secara parsial ada pengaruh yang signifikan dengan Return On Asset. Berdasarkan hasil uji simultan (uji F) didapatkan hasil bahwa Debt Total Asset Ratio dan Current Ratio adanya pengaruh positif yang signifikan terhadap Return On Asset pada perusahaan Farmasi.

Kata kunci: Debt Total Asset Ratio (DAR), Current Ratio (CR), dan Return On Asset (ROA).

"
Pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan ,"Penelitian ini bertujuan untuk mengukur pengaruh Nilai Pelanggan (Customer Value) Terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan yang dilakukan terhadap nasabah yang mempunyai tabungan di Bank Mandiri Cabang Bangkalan dengan jumlah responden penelitian sebanyak 100 responden, data yang terkumpul selanjutnya dilakukan analisis Regresi Linier Berganda. Dengan menggunakan alat bantu software SPSS 16.0. hasil analisis terhadap pengujian hipotesis diperoleh sebagai berikut: bahwa Nilai Pelanggan (Customer Value) mempunyai pengaruh secara simultan terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, dan Secara Parsial variabel Emotional Value, Social Value, Quality Performance, Price Value, mempunyai pengaruh parsial terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan, serta variabel Emotional Value merupakan variabel yang dominan berpengaruh terhadap Loyalitas Nasabah Bank Mandiri Cabang Bangkalan."
